id,checked,description,name,appointment_id
"113","0","nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean","quam pharetra magna ac consequat metus","1808"
"114","0","consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit","vivamus in felis","1039"
"115","0","nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget","pede libero quis orci","1633"
"116","0","ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes","auctor gravida sem praesent id massa","911"
"117","0","lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis","dis parturient montes nascetur ridiculus","603"
"118","0","scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc","luctus cum sociis natoque penatibus et","915"
"119","0","felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac","diam neque vestibulum eget vulputate","574"
"120","0","in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue","molestie hendrerit at","363"
"121","0","luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam","justo etiam pretium iaculis justo in","577"
"122","0","lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus","aliquet massa id lobortis","596"
"123","0","volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a","velit nec nisi","202"
"124","0","mauris enim leo rhoncus sed vestibulum sit amet cursus id","molestie hendrerit at vulputate vitae nisl","1070"
"125","0","luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus","amet eleifend pede libero","1139"
"126","0","parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi","pede venenatis non sodales","1617"
"127","0","purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor","potenti nullam porttitor lacus at","334"
"128","0","convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus","nulla dapibus dolor vel est donec","660"
"129","0","venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit","aliquam quis turpis eget","1663"
"130","0","nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis","justo sollicitudin ut suscipit","649"
"131","0","ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel","pede libero quis orci nullam molestie","1727"
"132","0","sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce","mattis egestas metus aenean","2002"
"133","0","blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem","semper sapien a libero","1379"
"134","0","amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in","lectus suspendisse potenti in eleifend quam","1826"
"135","0","sapien sapien non mi integer ac neque duis bibendum morbi","sapien in sapien","1523"
"136","0","at turpis a pede posuere nonummy integer non velit donec diam neque","sed vel enim sit amet","2066"
"137","0","rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia","adipiscing elit proin interdum mauris non","1006"
"138","0","in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque","sed vestibulum sit amet cursus","1388"
"139","0","etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit","venenatis lacinia aenean sit amet","967"
"140","0","cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec","quisque ut erat curabitur gravida","1291"
"141","0","ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam","justo etiam pretium","504"
"142","0","tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero","in felis eu sapien cursus vestibulum","273"
"143","0","nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue","hendrerit at vulputate vitae nisl aenean","116"
"144","0","libero nam dui proin leo odio porttitor id consequat in","risus auctor sed tristique in","1749"
"145","0","pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum","","609"
"146","0","felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet","sapien iaculis congue","650"
"147","0","hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras","amet consectetuer adipiscing elit proin","1970"
"148","0","fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis","convallis nulla neque","1191"
"149","0","mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante","mattis pulvinar nulla pede ullamcorper augue","1298"
"150","0","eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero","quam pede lobortis ligula sit amet","253"
"151","0","cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla","luctus et ultrices posuere cubilia curae","2072"
"152","0","eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem","sociis natoque penatibus","349"
"153","0","posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper","tellus nisi eu orci mauris","1540"
"154","0","vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu","sed tincidunt eu","1231"
"155","0","praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices","ac nibh fusce","1055"
"156","0","erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede","eu interdum eu","1912"
"157","0","nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo","eleifend luctus ultricies eu","2002"
"158","0","vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est","nisl duis ac nibh","1102"
"159","0","habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit","libero rutrum ac lobortis vel dapibus","1643"
"160","0","aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id","viverra dapibus nulla suscipit ligula in","761"
"161","0","luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse","ut rhoncus aliquet pulvinar sed","215"
"162","0","eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus","suscipit ligula in lacus curabitur","430"
"163","0","eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus","condimentum curabitur in libero","632"
"164","0","phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius","massa donec dapibus duis at velit","804"
"165","0","integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante","eu massa donec dapibus","1307"
"166","0","amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam","quis tortor id nulla ultrices","459"
"167","0","justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed","amet diam in magna bibendum","963"
"168","0","auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl","elit proin risus praesent","627"
"169","0","vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien","nisi nam ultrices libero non","581"
"170","0","eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio","venenatis non sodales sed","1011"
"171","0","erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a","congue vivamus metus arcu adipiscing molestie","1269"
"172","0","odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis","eu mi nulla","1931"
"173","0","quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam","proin risus praesent","1865"
"174","0","et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet","justo sit amet sapien dignissim vestibulum","2043"
"175","0","consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam","nibh ligula nec sem duis aliquam","1215"
"176","0","nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem","porta volutpat erat","2009"
"177","0","quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis","vehicula condimentum curabitur in libero ut","1631"
"178","0","mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu","magna at nunc commodo placerat praesent","1379"
